date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:04:54	36498/36498	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/ne1.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/ne1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:04:54	162359/162359	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/bg2.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/bg2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:04:55	5922/5922	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/re1.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/re1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:04:55	54127/54127	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/ne2.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/ne2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:04:55	4367/4367	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/re2.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/re2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:04:56	14007/14007	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/t1.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/t1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:04:56	16859/16859	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/t2.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/t2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:04:57	18752/18752	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/t3.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/t3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:04:57	19532/19532	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/t4.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/t4.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:04:58	45417/45417	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg1.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:04:58	806/806	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/search.png	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/search.png	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:04:58	29078/29078	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg2.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:04:59	32421/32421	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg7.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg7.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:04:59	33144/33144	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg4.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg4.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:05:00	29657/29657	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg5.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg5.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:05:01	50603/50603	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg8.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg8.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:05:01	62102/62102	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg9.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg9.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:05:01	27028/27028	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg6.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg6.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:05:02	16989/16989	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg10.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg10.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:05:02	78437/78437	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg3.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/gg3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:05:02	84345/84345	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/js/jquery-2.1.4.min.js	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/js/jquery-2.1.4.min.js	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:05:03	69707/69707	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/js/bootstrap.js	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/js/bootstrap.js	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:05:03	3397/3397	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/js/responsiveslides.min.js	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/js/responsiveslides.min.js	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:05:03	1330/1330	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/js/move-top.js	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/js/move-top.js	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:05:04	4758/4758	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/js/easing.js	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/js/easing.js	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/index.html)
00:05:04	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Dec%202018%2017:05:02%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/glyphicons-halflings-regular.eot	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/glyphicons-halflings-regular.eot	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/bootstrap.css)
00:05:04	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Dec%202018%2017:05:03%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/glyphicons-halflings-regular.eot?	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/glyphicons-halflings-regulard41d.eot	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/bootstrap.css)
00:05:05	18028/18028	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/glyphicons-halflings-regular.woff2	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/glyphicons-halflings-regular.woff2	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/bootstrap.css)
00:05:05	23424/23424	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/glyphicons-halflings-regular.woff	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/glyphicons-halflings-regular.woff	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/bootstrap.css)
00:05:06	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Dec%202018%2017:05:04%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/glyphicons-halflings-regular.ttf	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/glyphicons-halflings-regular.ttf	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/bootstrap.css)
00:05:06	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Dec%202018%2017:05:04%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/glyphicons-halflings-regular.svg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/glyphicons-halflings-regular.svg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/bootstrap.css)
00:05:07	118/118	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/overlay.png	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/overlay.png	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/style.css)
00:05:07	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Dec%202018%2017:05:05%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/left.png	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/left.png	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/style.css)
00:05:08	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Dec%202018%2017:05:06%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/right.png	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/right.png	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/style.css)
00:05:08	174664/174664	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/bg1.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/bg1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/style.css)
00:05:08	23563/23563	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/ser-bg.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/ser-bg.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/style.css)
00:05:09	71300/71300	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/tem-bg.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/tem-bg.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/style.css)
00:05:09	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Dec%202018%2017:05:07%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/next.png	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/next.png	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/style.css)
00:05:09	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Dec%202018%2017:05:07%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/back.png	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/back.png	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/style.css)
00:05:10	450/450	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/up.png	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/up.png	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/style.css)
00:05:10	92290/92290	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/bgn.jpg	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/images/bgn.jpg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/style.css)
00:05:11	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/fontawesome-webfont.eot?v=4.6.3	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/fontawesome-webfont5b62.eot	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/font-awesome.css)
00:05:11	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/fontawesome-webfont.eot?	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/fontawesome-webfontd41d.eot	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/font-awesome.css)
00:05:11	71896/71896	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/fontawesome-webfont.woff2?v=4.6.3	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/fontawesome-webfont5b62.woff2	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/font-awesome.css)
00:05:11	90412/90412	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/fontawesome-webfont.woff?v=4.6.3	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/fontawesome-webfont5b62.woff	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/font-awesome.css)
00:05:12	391622/391622	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202017%2018:59:53%20GMT	https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/fontawesome-webfont.svg?v=4.6.3	D:/web/xam/htdocs/webdowload/p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/fonts/fontawesome-webfont5b62.svg	(from https://p.w3layouts.com/demos_new/template_demo/05-06-2017/conjugality-demo_Free/1335634329/web/css/font-awesome.css)
